"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]"
75,"Proveitos suplementares","Proveitos suplementares","Revenue","Natural","Yes","Yes",,7
751,"Serviços sociais","Serviços sociais","Revenue","Natural","Yes","No",,75
752,"Aluguer de equipamento","Aluguer de equipamento","Revenue","Natural","Yes","No",,75
753,"Venda de energia","Venda de energia","Revenue","Natural","Yes","No",,75
754,"Estudos, projectos e investigações","Estudos, projectos e investigações","Revenue","Natural","Yes","No",,75
755,"Assistência técnica","Assistência técnica","Revenue","Natural","Yes","No",,75
756,"Royalties","Royalties","Revenue","Natural","Yes","No",,75
757,"Cargos sociais exercidos noutras empresas","Cargos sociais exercidos noutras empresas","Revenue","Natural","Yes","No",,75
758,".....",".....","Revenue","Natural","No","No",,75
759,"Outros proveitos suplementares inerentes ao valor acrescentado","Outros proveitos suplementares inerentes ao valor acrescentado","Revenue","Natural","Yes","No",,75
76,"Outros proveitos e ganhos operacionais","Outros proveitos e ganhos operacionais","Revenue","Natural","Yes","Yes",,7
761,"Direitos de propriedade industrial","Direitos de propriedade industrial","Revenue","Natural","Yes","No",,76
769,"Outros proveitos alheios ao valor acrescentado","Outros proveitos alheios ao valor acrescentado","Revenue","Natural","Yes","No",,76
78,"Proveitos e ganhos financeiros","Proveitos e ganhos financeiros","Revenue","Natural","Yes","Yes",,7
781,"Juros obtidos","Juros obtidos","Revenue","Natural","Yes","No",,78
7811,"Depósitos bancários","Depósitos bancários","Revenue","Natural","Yes","No",,781
7812,"Empréstimos","Empréstimos","Revenue","Natural","Yes","No",,781
7813,"Obrigações e títulos de participação","Obrigações e títulos de participação","Revenue","Natural","Yes","No",,781
7814,"Outras aplicações de tesouraria","Outras aplicações de tesouraria","Revenue","Natural","Yes","No",,781
7819,"Outros juros","Outros juros","Revenue","Natural","Yes","No",,781
782,"Rendimentos de imóveis","Rendimentos de imóveis","Revenue","Natural","Yes","No",,78
783,"Rendimentos de participações sociais","Rendimentos de participações sociais","Revenue","Natural","Yes","No",,78
784,"Diferenças de câmbio favoráveis","Diferenças de câmbio favoráveis","Revenue","Natural","Yes","No",,78
785,"Descontos de pronto pagamento obtidos","Descontos de pronto pagamento obtidos","Revenue","Natural","Yes","No",,78
786,"Ganhos na alienação de títulos negociáveis","Ganhos na alienação de títulos negociáveis","Revenue","Natural","Yes","No",,78
789,"Outros proveitos e ganhos financeiros","Outros proveitos e ganhos financeiros","Revenue","Natural","Yes","No",,78
79,"Proveitos e ganhos extraordinários","Proveitos e ganhos extraordinários","Revenue","Natural","Yes","Yes",,7
791,"Ganhos em meios imobilizados","Ganhos em meios imobilizados","Revenue","Natural","Yes","No",,79
7911,"Alienação de imobilizações financeiras","Alienação de imobilizações financeiras","Revenue","Natural","Yes","No",,791
7912,"Alienação de imobilizações corpóreas","Alienação de imobilizações corpóreas","Revenue","Natural","Yes","No",,791
7913,"Alienação de imobilizações incorpóreas","Alienação de imobilizações incorpóreas","Revenue","Natural","Yes","No",,791
7914,"Sinistros","Sinistros","Revenue","Natural","Yes","No",,791
792,"Ganhos em meios circulantes materiais","Ganhos em meios circulantes materiais","Revenue","Natural","Yes","No",,79
7921,"Sinistros","Sinistros","Revenue","Natural","Yes","No",,792
7922,"Sobras","Sobras","Revenue","Natural","Yes","No",,792
7929,"Outros","Outros","Revenue","Natural","Yes","No",,792
793,"Recuperação de créditos","Recuperação de créditos","Revenue","Natural","Yes","No",,79
794,"Restituição de impostos","Restituição de impostos","Revenue","Natural","Yes","No",,79
795,"Benefícios de penalidades contratuais","Benefícios de penalidades contratuais","Revenue","Natural","Yes","No",,79
796,"Redução de amortizações e provisões","Redução de amortizações e provisões","Revenue","Natural","Yes","No",,79
7961,"Amortizações","Amortizações","Revenue","Natural","Yes","No",,796
7962,"Provisões","Provisões","Revenue","Natural","Yes","No",,796
797,"Regularização de IVA a favor do sujeito passivo por cálculo do pro rata definitivo","Regularização de IVA a favor do sujeito passivo por cálculo do pro rata definitivo","Revenue","Natural","Yes","No",,79
798,"Correcções imputáveis a exercícios anteriores","Correcções imputáveis a exercícios anteriores","Revenue","Natural","Yes","No",,79
799,"Outros proveitos e ganhos extraordinários","Outros proveitos e ganhos extraordinários","Revenue","Natural","Yes","No",,79
7991,"Excesso de estimativa para impostos","Excesso de estimativa para impostos","Revenue","Natural","Yes","No",,799
7992,"Subsídios para investimentos","Subsídios para investimentos","Revenue","Natural","Yes","No",,799
8,"Contas de resultados","Contas de resultados","Revenue","Natural","Yes","Yes",,
81,"Resultados operacionais","Resultados operacionais","Revenue","Natural","Yes","Yes",,8
82,"Resultados financeiros","Resultados financeiros","Revenue","Natural","Yes","Yes",,8
83,"Resultados correntes","Resultados correntes","Revenue","Natural","Yes","Yes",,8
84,"Resultados extraordinários","Resultados extraordinários","Revenue","Natural","Yes","Yes",,8
85,"Imposto sobre o rendimento","Imposto sobre o rendimento","Revenue","Natural","Yes","Yes",,8
88,"Resultado líquido do exercício","Resultado líquido do exercício","Revenue","Natural","Yes","Yes",,8
89,"Dividendos antecipados","Dividendos antecipados","Revenue","Natural","Yes","Yes",,8
