[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Nivel],[Tipo],[Cuenta de la subcuenta],[Desglose de la subcuenta],[C/D de la subcuenta],[Ultimo epigrafe],[Izquierda(3)],[Sin signo],[Orden],[Order parent]
142099,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1420,,,,,,,,,,  
1425,Cultivos en desarrollo,Cultivos en desarrollo,Asset,E,,Yes,,14,,,,,,,,,,  
142599,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1425,,,,,,,,,,  
1428,Plantaciones agrícolas,Plantaciones agrícolas,Asset,E,,Yes,,14,,,,,,,,,,  
142899,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1428,,,,,,,,,,  
1430,Productos terminados,Productos terminados,Asset,E,,Yes,,14,,,,,,,,,,  
143005,Productos manufacturados,Productos manufacturados,Asset,E,,No,,1430,,,,,,,,,,  
143010,Productos extraídos y/o procesados,Productos extraídos y/o procesados,Asset,E,,No,,1430,,,,,,,,,,  
143015,Productos agrícolas y forestales,Productos agrícolas y forestales,Asset,E,,No,,1430,,,,,,,,,,  
143020,Subproductos,Subproductos,Asset,E,,No,,1430,,,,,,,,,,  
143025,Productos de pesca,Productos de pesca,Asset,E,,No,,1430,,,,,,,,,,  
143099,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1430,,,,,,,,,,  
1435,Mercancías no fabricadas por la empresa,Mercancías no fabricadas por la empresa,Asset,E,,Yes,,14,,,,,,,,,,  
143599,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1435,,,,,,,,,,  
1440,Bienes raíces para la venta,Bienes raíces para la venta,Asset,E,,Yes,,14,,,,,,,,,,  
144099,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1440,,,,,,,,,,  
1445,Semovientes,Semovientes,Asset,E,,Yes,,14,,,,,,,,,,  
144599,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1445,,,,,,,,,,  
1450,Terrenos,Terrenos,Asset,E,,Yes,,14,,,,,,,,,,  
145005,Por urbanizar,Por urbanizar,Asset,E,,No,,1450,,,,,,,,,,  
145010,Urbanizados por construir,Urbanizados por construir,Asset,E,,No,,1450,,,,,,,,,,  
145099,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1450,,,,,,,,,,  
1455,Materiales, repuestos y accesorios,Materiales, repuestos y accesorios,Asset,E,,Yes,,14,,,,,,,,,,  
145599,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1455,,,,,,,,,,  
1460,Envases y empaques,Envases y empaques,Asset,E,,Yes,,14,,,,,,,,,,  
146099,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1460,,,,,,,,,,  
1465,Inventarios en tránsito,Inventarios en tránsito,Asset,E,,Yes,,14,,,,,,,,,,  
146599,Ajustes por inflación  ,Ajustes por inflación  ,Asset,E,,No,,1465,,,,,,,,,,  
1499,Provisiones,Provisiones,Asset,E,,Yes,,14,,,,,,,,,,  
149905,Para obsolescencia,Para obsolescencia,Asset,E,,No,,1499,,,,,,,,,,  
149910,Para diferencia de inventario físico,Para diferencia de inventario físico,Asset,E,,No,,1499,,,,,,,,,,  
149915,Para pérdidas de inventarios,Para pérdidas de inventarios,Asset,E,,No,,1499,,,,,,,,,,  
149920,Lifo,Lifo,Asset,E,,No,,1499,,,,,,,,,,  
15,Propiedades, planta y equipo,Propiedades, planta y equipo,Asset,E,,Yes,,1,,,,,,,,,,  
1504,Terrenos,Terrenos,Asset,E,,Yes,,15,,,,,,,,,,  
150405,Urbanos,Urbanos,Asset,E,,No,,1504,,,,,,,,,,  
150410,Rurales,Rurales,Asset,E,,No,,1504,,,,,,,,,,  
150499,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1504,,,,,,,,,,  
1506,Materiales proyectos petroleros,Materiales proyectos petroleros,Asset,E,,Yes,,15,,,,,,,,,,  
150605,Tuberías y equipo,Tuberías y equipo,Asset,E,,No,,1506,,,,,,,,,,  
150610,Costos de importación materiales,Costos de importación materiales,Asset,E,,No,,1506,,,,,,,,,,  
150615,Proyectos de construcción,Proyectos de construcción,Asset,E,,No,,1506,,,,,,,,,,  
150699,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1506,,,,,,,,,,  
1508,Construcciones en curso,Construcciones en curso,Asset,E,,Yes,,15,,,,,,,,,,  
150805,Construcciones y edificaciones,Construcciones y edificaciones,Asset,E,,No,,1508,,,,,,,,,,  
150810,Acueductos, plantas y redes,Acueductos, plantas y redes,Asset,E,,No,,1508,,,,,,,,,,  
150815,Vías de comunicación,Vías de comunicación,Asset,E,,No,,1508,,,,,,,,,,  
150820,Pozos artesianos,Pozos artesianos,Asset,E,,No,,1508,,,,,,,,,,  
150825,Proyectos de exploración,Proyectos de exploración,Asset,E,,No,,1508,,,,,,,,,,  
150830,Proyectos de desarrollo,Proyectos de desarrollo,Asset,E,,No,,1508,,,,,,,,,,  
150899,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1508,,,,,,,,,,  
1512,Maquinaria y equipos en montaje,Maquinaria y equipos en montaje,Asset,E,,Yes,,15,,,,,,,,,,  
151205,Maquinaria y equipo,Maquinaria y equipo,Asset,E,,No,,1512,,,,,,,,,,  
151210,Equipo de oficina,Equipo de oficina,Asset,E,,No,,1512,,,,,,,,,,  
151215,Equipo de computación y comunicación,Equipo de computación y comunicación,Asset,E,,No,,1512,,,,,,,,,,  
151220,Equipo médico-científico,Equipo médico-científico,Asset,E,,No,,1512,,,,,,,,,,  
151225,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Asset,E,,No,,1512,,,,,,,,,,  
151230,Flota y equipo de transporte,Flota y equipo de transporte,Asset,E,,No,,1512,,,,,,,,,,  
151235,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Asset,E,,No,,1512,,,,,,,,,,  
151240,Flota y equipo aéreo,Flota y equipo aéreo,Asset,E,,No,,1512,,,,,,,,,,  
151245,Flota y equipo férreo,Flota y equipo férreo,Asset,E,,No,,1512,,,,,,,,,,  
151250,Plantas y redes,Plantas y redes,Asset,E,,No,,1512,,,,,,,,,,  
151299,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1512,,,,,,,,,,  
1516,Construcciones y edificaciones,Construcciones y edificaciones,Asset,E,,Yes,,15,,,,,,,,,,  
151605,Edificios,Edificios,Asset,E,,No,,1516,,,,,,,,,,  
151610,Oficinas,Oficinas,Asset,E,,No,,1516,,,,,,,,,,  
151615,Almacenes,Almacenes,Asset,E,,No,,1516,,,,,,,,,,  
151620,Fábricas y plantas industriales,Fábricas y plantas industriales,Asset,E,,No,,1516,,,,,,,,,,  
151625,Salas de exhibición y ventas,Salas de exhibición y ventas,Asset,E,,No,,1516,,,,,,,,,,  
151630,Cafetería y casinos,Cafetería y casinos,Asset,E,,No,,1516,,,,,,,,,,  
151635,Silos,Silos,Asset,E,,No,,1516,,,,,,,,,,  
151640,Invernaderos,Invernaderos,Asset,E,,No,,1516,,,,,,,,,,  
151645,Casetas y campamentos,Casetas y campamentos,Asset,E,,No,,1516,,,,,,,,,,  
151650,Instalaciones agropecuarias,Instalaciones agropecuarias,Asset,E,,No,,1516,,,,,,,,,,  
151655,Viviendas para empleados y obreros,Viviendas para empleados y obreros,Asset,E,,No,,1516,,,,,,,,,,  
151660,Terminal de buses y taxis,Terminal de buses y taxis,Asset,E,,No,,1516,,,,,,,,,,  
151663,Terminal marítimo,Terminal marítimo,Asset,E,,No,,1516,,,,,,,,,,  
151665,Terminal férreo,Terminal férreo,Asset,E,,No,,1516,,,,,,,,,,  
151670,Parqueaderos, garajes y depósitos,Parqueaderos, garajes y depósitos,Asset,E,,No,,1516,,,,,,,,,,  
151675,Hangares,Hangares,Asset,E,,No,,1516,,,,,,,,,,  
151680,Bodegas,Bodegas,Asset,E,,No,,1516,,,,,,,,,,  
151695,Otros,Otros,Asset,E,,No,,1516,,,,,,,,,,  
151699,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1516,,,,,,,,,,  
1520,Maquinaria y equipo,Maquinaria y equipo,Asset,E,,Yes,,15,,,,,,,,,,  
152099,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1520,,,,,,,,,,  
1524,Equipo de oficina,Equipo de oficina,Asset,E,,Yes,,15,,,,,,,,,,  
152405,Muebles y enseres,Muebles y enseres,Asset,E,,No,,1524,,,,,,,,,,  
152410,Equipos,Equipos,Asset,E,,No,,1524,,,,,,,,,,  
152495,Otros,Otros,Asset,E,,No,,1524,,,,,,,,,,  
152499,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1524,,,,,,,,,,  
1528,Equipo de computación y comunicación,Equipo de computación y comunicación,Asset,E,,Yes,,15,,,,,,,,,,  
152805,Equipos de procesamiento de datos,Equipos de procesamiento de datos,Asset,E,,No,,1528,,,,,,,,,,  
152810,Equipos de telecomunicaciones,Equipos de telecomunicaciones,Asset,E,,No,,1528,,,,,,,,,,  
152815,Equipos de radio,Equipos de radio,Asset,E,,No,,1528,,,,,,,,,,  
152820,Satélites y antenas,Satélites y antenas,Asset,E,,No,,1528,,,,,,,,,,  
152825,Líneas telefónicas,Líneas telefónicas,Asset,E,,No,,1528,,,,,,,,,,  
152895,Otros,Otros,Asset,E,,No,,1528,,,,,,,,,,  
152899,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1528,,,,,,,,,,  
1532,Equipo médico-científico,Equipo médico-científico,Asset,E,,Yes,,15,,,,,,,,,,  
153205,Médico,Médico,Asset,E,,No,,1532,,,,,,,,,,  
153210,Odontológico,Odontológico,Asset,E,,No,,1532,,,,,,,,,,  
153215,Laboratorio,Laboratorio,Asset,E,,No,,1532,,,,,,,,,,  
153220,Instrumental,Instrumental,Asset,E,,No,,1532,,,,,,,,,,  
153295,Otros,Otros,Asset,E,,No,,1532,,,,,,,,,,  
153299,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1532,,,,,,,,,,  
1536,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Asset,E,,Yes,,15,,,,,,,,,,  
153605,De habitaciones,De habitaciones,Asset,E,,No,,1536,,,,,,,,,,  
153610,De comestibles y bebidas,De comestibles y bebidas,Asset,E,,No,,1536,,,,,,,,,,  
153695,Otros,Otros,Asset,E,,No,,1536,,,,,,,,,,  
153699,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1536,,,,,,,,,,  
1540,Flota y equipo de transporte,Flota y equipo de transporte,Asset,E,,Yes,,15,,,,,,,,,,  
154005,Autos, camionetas y camperos,Autos, camionetas y camperos,Asset,E,,No,,1540,,,,,,,,,,  
154008,Camiones, volquetas y furgones,Camiones, volquetas y furgones,Asset,E,,No,,1540,,,,,,,,,,  
154010,Tractomulas y remolques,Tractomulas y remolques,Asset,E,,No,,1540,,,,,,,,,,  
154015,Buses y busetas,Buses y busetas,Asset,E,,No,,1540,,,,,,,,,,  
154017,Recolectores y contenedores,Recolectores y contenedores,Asset,E,,No,,1540,,,,,,,,,,  
154020,Montacargas,Montacargas,Asset,E,,No,,1540,,,,,,,,,,  
154025,Palas y grúas,Palas y grúas,Asset,E,,No,,1540,,,,,,,,,,  
154030,Motocicletas,Motocicletas,Asset,E,,No,,1540,,,,,,,,,,  
154035,Bicicletas,Bicicletas,Asset,E,,No,,1540,,,,,,,,,,  
154040,Estibas y carretas,Estibas y carretas,Asset,E,,No,,1540,,,,,,,,,,  
154045,Bandas transportadoras,Bandas transportadoras,Asset,E,,No,,1540,,,,,,,,,,  
154095,Otros,Otros,Asset,E,,No,,1540,,,,,,,,,,  
154099,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1540,,,,,,,,,,  
1544,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Asset,E,,Yes,,15,,,,,,,,,,  
154405,Buques,Buques,Asset,E,,No,,1544,,,,,,,,,,  
154410,Lanchas,Lanchas,Asset,E,,No,,1544,,,,,,,,,,  
154415,Remolcadoras,Remolcadoras,Asset,E,,No,,1544,,,,,,,,,,  
154420,Botes,Botes,Asset,E,,No,,1544,,,,,,,,,,  
154425,Boyas,Boyas,Asset,E,,No,,1544,,,,,,,,,,  
154430,Amarres,Amarres,Asset,E,,No,,1544,,,,,,,,,,  
154435,Contenedores y chasises,Contenedores y chasises,Asset,E,,No,,1544,,,,,,,,,,  
154440,Gabarras,Gabarras,Asset,E,,No,,1544,,,,,,,,,,  
154495,Otros,Otros,Asset,E,,No,,1544,,,,,,,,,,  
154499,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1544,,,,,,,,,,  
1548,Flota y equipo aéreo,Flota y equipo aéreo,Asset,E,,Yes,,15,,,,,,,,,,  
154805,Aviones,Aviones,Asset,E,,No,,1548,,,,,,,,,,  
154810,Avionetas,Avionetas,Asset,E,,No,,1548,,,,,,,,,,  
154815,Helicópteros ,Helicópteros ,Asset,E,,No,,1548,,,,,,,,,,  
154820,Turbinas y motores,Turbinas y motores,Asset,E,,No,,1548,,,,,,,,,,  
154825,Manuales de entrenamiento personal técnico,Manuales de entrenamiento personal técnico,Asset,E,,No,,1548,,,,,,,,,,  
154830,Equipos de vuelo,Equipos de vuelo,Asset,E,,No,,1548,,,,,,,,,,  
154895,Otros,Otros,Asset,E,,No,,1548,,,,,,,,,,  
154899,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1548,,,,,,,,,,  
1552,Flota y equipo férreo,Flota y equipo férreo,Asset,E,,Yes,,15,,,,,,,,,,  
155205,Locomotoras,Locomotoras,Asset,E,,No,,1552,,,,,,,,,,  
155210,Vagones,Vagones,Asset,E,,No,,1552,,,,,,,,,,  
155215,Redes férreas,Redes férreas,Asset,E,,No,,1552,,,,,,,,,,  
155295,Otros,Otros,Asset,E,,No,,1552,,,,,,,,,,  
155299,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1552,,,,,,,,,,  
1556,Acueductos, plantas y redes,Acueductos, plantas y redes,Asset,E,,Yes,,15,,,,,,,,,,  
155605,Instalaciones para agua y energía,Instalaciones para agua y energía,Asset,E,,No,,1556,,,,,,,,,,  
155610,Acueducto, acequias y canalizaciones,Acueducto, acequias y canalizaciones,Asset,E,,No,,1556,,,,,,,,,,  
155615,Plantas de generación hidráulica,Plantas de generación hidráulica,Asset,E,,No,,1556,,,,,,,,,,  
155620,Plantas de generación térmica,Plantas de generación térmica,Asset,E,,No,,1556,,,,,,,,,,  
155625,Plantas de generación a gas,Plantas de generación a gas,Asset,E,,No,,1556,,,,,,,,,,  
155628,Plantas de generación diesel, gasolina y petróleo,Plantas de generación diesel, gasolina y petróleo,Asset,E,,No,,1556,,,,,,,,,,  
155630,Plantas de distribución,Plantas de distribución,Asset,E,,No,,1556,,,,,,,,,,  
155635,Plantas de transmisión y subestaciones,Plantas de transmisión y subestaciones,Asset,E,,No,,1556,,,,,,,,,,  
155640,Oleoductos,Oleoductos,Asset,E,,No,,1556,,,,,,,,,,  
155645,Gasoductos,Gasoductos,Asset,E,,No,,1556,,,,,,,,,,  
155647,Poliductos,Poliductos,Asset,E,,No,,1556,,,,,,,,,,  
155650,Redes de distribución,Redes de distribución,Asset,E,,No,,1556,,,,,,,,,,  
155655,Plantas de tratamiento,Plantas de tratamiento,Asset,E,,No,,1556,,,,,,,,,,  
155660,Redes de recolección de aguas negras,Redes de recolección de aguas negras,Asset,E,,No,,1556,,,,,,,,,,  
155665,Instalaciones y equipo de bombeo,Instalaciones y equipo de bombeo,Asset,E,,No,,1556,,,,,,,,,,  
155670,Redes de distribución de vapor,Redes de distribución de vapor,Asset,E,,No,,1556,,,,,,,,,,  
155675,Redes de aire,Redes de aire,Asset,E,,No,,1556,,,,,,,,,,  
155680,Redes alimentación de gas,Redes alimentación de gas,Asset,E,,No,,1556,,,,,,,,,,  
155682,Redes externas de telefonía,Redes externas de telefonía,Asset,E,,No,,1556,,,,,,,,,,  
155685,Plantas deshidratadoras,Plantas deshidratadoras,Asset,E,,No,,1556,,,,,,,,,,  
155695,Otros,Otros,Asset,E,,No,,1556,,,,,,,,,,  
155699,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1556,,,,,,,,,,  
1560,Armamento de vigilancia,Armamento de vigilancia,Asset,E,,Yes,,15,,,,,,,,,,  
156099,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1560,,,,,,,,,,  
1562,Envases y empaques,Envases y empaques,Asset,E,,Yes,,15,,,,,,,,,,  
156299,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1562,,,,,,,,,,  
1564,Plantaciones agrícolas y forestales,Plantaciones agrícolas y forestales,Asset,E,,Yes,,15,,,,,,,,,,  
156405,Cultivos en desarrollo,Cultivos en desarrollo,Asset,E,,No,,1564,,,,,,,,,,  
156410,Cultivos amortizables,Cultivos amortizables,Asset,E,,No,,1564,,,,,,,,,,  
156499,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1564,,,,,,,,,,  
1568,Vías de comunicación,Vías de comunicación,Asset,E,,Yes,,15,,,,,,,,,,  
156805,Pavimentación y patios,Pavimentación y patios,Asset,E,,No,,1568,,,,,,,,,,  
156810,Vías,Vías,Asset,E,,No,,1568,,,,,,,,,,  
156815,Puentes,Puentes,Asset,E,,No,,1568,,,,,,,,,,  
156820,Calles,Calles,Asset,E,,No,,1568,,,,,,,,,,  
156825,Aeródromos,Aeródromos,Asset,E,,No,,1568,,,,,,,,,,  
156895,Otros,Otros,Asset,E,,No,,1568,,,,,,,,,,  
156899,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1568,,,,,,,,,,  
1572,Minas y canteras,Minas y canteras,Asset,E,,Yes,,15,,,,,,,,,,  
157205,Minas,Minas,Asset,E,,No,,1572,,,,,,,,,,  
157210,Canteras,Canteras,Asset,E,,No,,1572,,,,,,,,,,  
157299,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1572,,,,,,,,,,  
1576,Pozos artesianos,Pozos artesianos,Asset,E,,Yes,,15,,,,,,,,,,  
157699,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1576,,,,,,,,,,  
1580,Yacimientos,Yacimientos,Asset,E,,Yes,,15,,,,,,,,,,  
158099,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1580,,,,,,,,,,  
1584,Semovientes,Semovientes,Asset,E,,Yes,,15,,,,,,,,,,  
158499,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1584,,,,,,,,,,  
1588,Propiedades, planta y equipo en tránsito,Propiedades, planta y equipo en tránsito,Asset,E,,Yes,,15,,,,,,,,,,  
158805,Maquinaria y equipo,Maquinaria y equipo,Asset,E,,No,,1588,,,,,,,,,,  
158810,Equipo de oficina,Equipo de oficina,Asset,E,,No,,1588,,,,,,,,,,  
158815,Equipo de computación y comunicación,Equipo de computación y comunicación,Asset,E,,No,,1588,,,,,,,,,,  
158820,Equipo médico-científico,Equipo médico-científico,Asset,E,,No,,1588,,,,,,,,,,  
158825,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Asset,E,,No,,1588,,,,,,,,,,  
158830,Flota y equipo de transporte,Flota y equipo de transporte,Asset,E,,No,,1588,,,,,,,,,,  
158835,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Asset,E,,No,,1588,,,,,,,,,,  
158840,Flota y equipo aéreo,Flota y equipo aéreo,Asset,E,,No,,1588,,,,,,,,,,  
158845,Flota y equipo férreo,Flota y equipo férreo,Asset,E,,No,,1588,,,,,,,,,,  
158850,Plantas y redes,Plantas y redes,Asset,E,,No,,1588,,,,,,,,,,  
158855,Armamento de vigilancia,Armamento de vigilancia,Asset,E,,No,,1588,,,,,,,,,,  
158860,Semovientes,Semovientes,Asset,E,,No,,1588,,,,,,,,,,  
158865,Envases y empaques,Envases y empaques,Asset,E,,No,,1588,,,,,,,,,,  
158899,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1588,,,,,,,,,,  
1592,Depreciación acumulada,Depreciación acumulada,Asset,E,,Yes,,15,,,,,,,,,,  
159205,Construcciones y edificaciones,Construcciones y edificaciones,Asset,E,,No,,1592,,,,,,,,,,  
159210,Maquinaria y equipo,Maquinaria y equipo,Asset,E,,No,,1592,,,,,,,,,,  
159215,Equipo de oficina,Equipo de oficina,Asset,E,,No,,1592,,,,,,,,,,  
159220,Equipo de computación y comunicación,Equipo de computación y comunicación,Asset,E,,No,,1592,,,,,,,,,,  
159225,Equipo médico-científico,Equipo médico-científico,Asset,E,,No,,1592,,,,,,,,,,  
159230,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Asset,E,,No,,1592,,,,,,,,,,  
159235,Flota y equipo de transporte,Flota y equipo de transporte,Asset,E,,No,,1592,,,,,,,,,,  
159240,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Asset,E,,No,,1592,,,,,,,,,,  
159245,Flota y equipo aéreo,Flota y equipo aéreo,Asset,E,,No,,1592,,,,,,,,,,  
159250,Flota y equipo férreo,Flota y equipo férreo,Asset,E,,No,,1592,,,,,,,,,,  
159255,Acueductos, plantas y redes,Acueductos, plantas y redes,Asset,E,,No,,1592,,,,,,,,,,  
159260,Armamento de vigilancia,Armamento de vigilancia,Asset,E,,No,,1592,,,,,,,,,,  
159265,Envases y empaques,Envases y empaques,Asset,E,,No,,1592,,,,,,,,,,  
159299,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1592,,,,,,,,,,  
1596,Depreciación diferida,Depreciación diferida,Asset,E,,Yes,,15,,,,,,,,,,  
159605,Exceso fiscal sobre la contable,Exceso fiscal sobre la contable,Asset,E,,No,,1596,,,,,,,,,,  
159610,Defecto fiscal sobre la contable (CR),Defecto fiscal sobre la contable (CR),Asset,E,,No,,1596,,,,,,,,,,  
159699,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1596,,,,,,,,,,  
1597,Amortización acumulada,Amortización acumulada,Asset,E,,Yes,,15,,,,,,,,,,  
159705,Plantaciones agrícolas y forestales,Plantaciones agrícolas y forestales,Asset,E,,No,,1597,,,,,,,,,,  
159710,Vías de comunicación,Vías de comunicación,Asset,E,,No,,1597,,,,,,,,,,  
159715,Semovientes,Semovientes,Asset,E,,No,,1597,,,,,,,,,,  
159799,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1597,,,,,,,,,,  
1598,Agotamiento acumulado,Agotamiento acumulado,Asset,E,,Yes,,15,,,,,,,,,,  
159805,Minas y canteras,Minas y canteras,Asset,E,,No,,1598,,,,,,,,,,  
159815,Pozos artesianos,Pozos artesianos,Asset,E,,No,,1598,,,,,,,,,,  
159820,Yacimientos,Yacimientos,Asset,E,,No,,1598,,,,,,,,,,  
159899,Ajustes por inflación,Ajustes por inflación,Asset,E,,No,,1598,,,,,,,,,,  
1599,Provisiones,Provisiones,Asset,E,,Yes,,15,,,,,,,,,,  
159904,Terrenos,Terrenos,Asset,E,,No,,1599,,,,,,,,,,  
159906,Materiales proyectos petroleros,Materiales proyectos petroleros,Asset,E,,No,,1599,,,,,,,,,,  
159908,Construcciones en curso,Construcciones en curso,Asset,E,,No,,1599,,,,,,,,,,  
159912,Maquinaria en montaje,Maquinaria en montaje,Asset,E,,No,,1599,,,,,,,,,,  
159916,Construcciones y edificaciones,Construcciones y edificaciones,Asset,E,,No,,1599,,,,,,,,,,  
159920,Maquinaria y equipo,Maquinaria y equipo,Asset,E,,No,,1599,,,,,,,,,,  
159924,Equipo de oficina,Equipo de oficina,Asset,E,,No,,1599,,,,,,,,,,  
159928,Equipo de computación y comunicación,Equipo de computación y comunicación,Asset,E,,No,,1599,,,,,,,,,,  
159932,Equipo médico-científico,Equipo médico-científico,Asset,E,,No,,1599,,,,,,,,,,  
159936,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Asset,E,,No,,1599,,,,,,,,,,  
159940,Flota y equipo de transporte,Flota y equipo de transporte,Asset,E,,No,,1599,,,,,,,,,,  
159944,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Asset,E,,No,,1599,,,,,,,,,,  
159948,Flota y equipo aéreo,Flota y equipo aéreo,Asset,E,,No,,1599,,,,,,,,,,  
159952,Flota y equipo férreo,Flota y equipo férreo,Asset,E,,No,,1599,,,,,,,,,,  
159956,Acueductos, plantas y redes,Acueductos, plantas y redes,Asset,E,,No,,1599,,,,,,,,,,  
159960,Armamento de vigilancia,Armamento de vigilancia,Asset,E,,No,,1599,,,,,,,,,,  
159962,Envases y empaques,Envases y empaques,Asset,E,,No,,1599,,,,,,,,,,  
159964,Plantaciones agrícolas y forestales,Plantaciones agrícolas y forestales,Asset,E,,No,,1599,,,,,,,,,,  
