[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],Nivel,Tipo,Cuenta de la subcuenta,Desglose de la subcuenta,C/D de la subcuenta,Ultimo epigrafe,Izquierda(3),Sin signo,Orden,Order parent
70200,"Ventas de productos semiterminados","Ventas de productos semiterminados",Revenue,Credit,,No,,702,6,S,702,#N/A,C,O,702,70200,1247,698
70300,"Ventas de subproductos y residuos","Ventas de subproductos y residuos",Revenue,Credit,,No,,703,6,S,703,#N/A,C,O,703,70300,1248,699
70400,"Ventas de envases y embalajes","Ventas de envases y embalajes",Revenue,Credit,,No,,704,6,S,704,#N/A,C,O,704,70400,1249,700
70500,"Prestaciones de servicios","Prestaciones de servicios",Revenue,Credit,,No,,705,6,S,705,#N/A,C,O,705,70500,1250,702
70800,"Devoluciones de ventas de mercaderías","Devoluciones de ventas de mercaderías",Revenue,Credit,,No,,7080,7,S,708,7080,B,O,708,70800,1251,705
70810,"Devoluciones de ventas de productos terminados","Devoluciones de ventas de productos terminados",Revenue,Credit,,No,,7081,7,S,708,7081,B,O,708,70810,1252,706
70820,"Devoluciones de ventas de productos semiterminados","Devoluciones de ventas de productos semiterminados",Revenue,Credit,,No,,7082,7,S,708,7082,B,O,708,70820,1253,707
70830,"Devoluciones de ventas de subproductos y residuos","Devoluciones de ventas de subproductos y residuos",Revenue,Credit,,No,,7083,7,S,708,7083,B,O,708,70830,1254,708
70840,"Devoluciones de ventas de envases y embalajes","Devoluciones de ventas de envases y embalajes",Revenue,Credit,,No,,7084,7,S,708,7084,B,O,708,70840,1255,709
70900,"Rappels sobre ventas de mercaderías","Rappels sobre ventas de mercaderías",Revenue,Credit,Yes,No,P_TRADEDISCOUNTGRANT_ACCT,7090,7,S,709,7090,B,O,709,70900,1256,711
70910,"Rappels sobre ventas de productos terminados","Rappels sobre ventas de productos terminados",Revenue,Credit,,No,,7091,7,S,709,7091,B,O,709,70910,1257,712
70920,"Rappels sobre ventas de productos semiterminados","Rappels sobre ventas de productos semiterminados",Revenue,Credit,,No,,7092,7,S,709,7092,B,O,709,70920,1258,713
70930,"Rappels sobre ventas de subproductos y residuos","Rappels sobre ventas de subproductos y residuos",Revenue,Credit,,No,,7093,7,S,709,7093,B,O,709,70930,1259,714
70940,"Rappels sobre ventas de envases y embalajes","Rappels sobre ventas de envases y embalajes",Revenue,Credit,,No,,7094,7,S,709,7094,B,O,709,70940,1260,715
71000,"Variación de existencias de productos en curso","Variación de existencias de productos en curso",Revenue,Credit,,No,,710,5,S,710,#N/A,C,O,710,71000,1261,717
71100,"Variación de existencias de productos semiterminados","Variación de existencias de productos semiterminados",Revenue,Credit,,No,,711,5,S,711,#N/A,C,O,711,71100,1262,718
71200,"Variación de existencias de productos terminados","Variación de existencias de productos terminados",Revenue,Credit,,No,,712,5,S,712,#N/A,C,O,712,71200,1263,719
71300,"Variación de existencias de subproductos, residuos y materiales recuperados","Variación de existencias de subproductos, residuos y materiales recuperados",Revenue,Credit,,No,,713,5,S,713,#N/A,C,O,713,71300,1264,720
73000,"Incorporación al activo de gastos de establecimiento","Incorporación al activo de gastos de establecimiento",Revenue,Credit,,No,,730,5,S,730,#N/A,C,O,730,73000,1265,722
73100,"Trabajos realizados para el inmovilizado inmaterial","Trabajos realizados para el inmovilizado inmaterial",Revenue,Credit,,No,,731,5,S,731,#N/A,C,O,731,73100,1266,723
73200,"Trabajos realizados para el inmovilizado material","Trabajos realizados para el inmovilizado material",Revenue,Credit,,No,,732,5,S,732,#N/A,C,O,732,73200,1267,724
73300,"Trabajos realizados para el inmovilizado material en curso","Trabajos realizados para el inmovilizado material en curso",Revenue,Credit,,No,,733,5,S,733,#N/A,C,O,733,73300,1268,725
73700,"Incorporación al activo de gastos de formalización de deudas","Incorporación al activo de gastos de formalización de deudas",Revenue,Credit,,No,,737,5,S,737,#N/A,C,O,737,73700,1269,726
74000,"Subvenciones oficiales a la explotación","Subvenciones oficiales a la explotación",Revenue,Credit,,No,,740,6,S,740,#N/A,C,O,740,74000,1270,738
74100,"Otras subvenciones a la explotación","Otras subvenciones a la explotación",Revenue,Credit,,No,,741,6,S,741,#N/A,C,O,741,74100,1271,739
75100,"Pérdida transferida (gestor)","Pérdida transferida (gestor)",Revenue,Credit,,No,,7510,7,S,751,7510,B,O,751,75100,1272,730
75110,"Beneficio atribuido (partícipe o asociado no gestor)","Beneficio atribuido (partícipe o asociado no gestor)",Revenue,Credit,,No,,7511,7,S,751,7511,B,O,751,75110,1273,731
75200,"Ingresos por arrendamientos","Ingresos por arrendamientos",Revenue,Credit,,No,,752,6,S,752,#N/A,C,O,752,75200,1274,732
75300,"Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación",Revenue,Credit,,No,,753,6,S,753,#N/A,C,O,753,75300,1275,733
75400,"Ingresos por comisiones","Ingresos por comisiones",Revenue,Credit,,No,,754,6,S,754,#N/A,C,O,754,75400,1276,734
75500,"Ingresos por servicios al personal","Ingresos por servicios al personal",Revenue,Credit,,No,,755,6,S,755,#N/A,C,O,755,75500,1277,735
75900,"Ingresos por servicios diversos","Ingresos por servicios diversos",Revenue,Credit,,No,,759,6,S,759,#N/A,C,O,759,75900,1278,736
76000,"Ingresos de participaciones en capital de empresas del grupo","Ingresos de participaciones en capital de empresas del grupo",Revenue,Credit,,No,,7600,6,S,760,7600,B,O,760,76000,1279,745
76010,"Ingresos de participaciones en capital de empresas asociadas","Ingresos de participaciones en capital de empresas asociadas",Revenue,Credit,,No,,7601,6,S,760,7601,B,O,760,76010,1280,747
76030,"Ingresos de participaciones en capital de otras empresas","Ingresos de participaciones en capital de otras empresas",Revenue,Credit,,No,,7603,6,S,760,7603,B,O,760,76030,1281,749
76100,"Ingresos de valores de renta fija de empresas del grupo","Ingresos de valores de renta fija de empresas del grupo",Revenue,Credit,,No,,7610,6,S,761,7610,B,O,761,76100,1282,752
76110,"Ingresos de valores de renta fija de empresas asociadas","Ingresos de valores de renta fija de empresas asociadas",Revenue,Credit,,No,,7611,6,S,761,7611,B,O,761,76110,1283,755
76130,"Ingresos de valores de renta fija de otras empresas","Ingresos de valores de renta fija de otras empresas",Revenue,Credit,,No,,7613,6,S,761,7613,B,O,761,76130,1284,758
76180,"Ingresos de participaciones en Fondos de Inversión en Activos del Mercado Monetario","Ingresos de participaciones en Fondos de Inversión en Activos del Mercado Monetario",Revenue,Credit,,No,,7618,6,S,761,7618,B,O,761,76180,1285,759
76200,"Ingresos de créditos a largo plazo a empresas del grupo","Ingresos de créditos a largo plazo a empresas del grupo",Revenue,Credit,,No,,7620,6,S,762,7620,B,O,762,76200,1286,753
76210,"Ingresos de créditos a largo plazo a empresas asociadas","Ingresos de créditos a largo plazo a empresas asociadas",Revenue,Credit,,No,,7621,6,S,762,7621,B,O,762,76210,1287,756
76230,"Ingresos de créditos a largo plazo a otras empresas","Ingresos de créditos a largo plazo a otras empresas",Revenue,Credit,,No,,7623,6,S,762,7623,B,O,762,76230,1288,760
76300,"Ingresos de créditos a corto plazo a empresas del grupo","Ingresos de créditos a corto plazo a empresas del grupo",Revenue,Credit,,No,,7630,6,S,763,7630,B,O,763,76300,1289,763
76310,"Ingresos de créditos a corto plazo a empresas asociadas","Ingresos de créditos a corto plazo a empresas asociadas",Revenue,Credit,,No,,7631,6,S,763,7631,B,O,763,76310,1290,766
76330,"Ingresos de créditos a corto plazo a otras empresas","Ingresos de créditos a corto plazo a otras empresas",Revenue,Credit,,No,,7633,6,S,763,7633,B,O,763,76330,1291,769
76500,"Descuentos sobre compras por pronto pago de empresas del grupo","Descuentos sobre compras por pronto pago de empresas del grupo",Revenue,Credit,Yes,No,PAYDISCOUNT_EXP_ACCT,7650,6,S,765,7650,B,O,765,76500,1292,764
76510,"Descuentos sobre compras por pronto pago de empresas asociadas","Descuentos sobre compras por pronto pago de empresas asociadas",Revenue,Credit,,No,,7651,6,S,765,7651,B,O,765,76510,1293,767
76530,"Descuentos sobre compras por pronto pago de otras empresas","Descuentos sobre compras por pronto pago de otras empresas",Revenue,Credit,,No,,7653,6,S,765,7653,B,O,765,76530,1294,770
76600,"Beneficios en valores negociables a largo plazo de empresas del grupo","Beneficios en valores negociables a largo plazo de empresas del grupo",Revenue,Credit,,No,,7660,7,S,766,7660,B,O,766,76600,1295,776
76610,"Beneficios en valores negociables a largo plazo de empresas asociadas","Beneficios en valores negociables a largo plazo de empresas asociadas",Revenue,Credit,,No,,7661,7,S,766,7661,B,O,766,76610,1296,777
76630,"Beneficios en valores negociables a largo plazo de otras empresas","Beneficios en valores negociables a largo plazo de otras empresas",Revenue,Credit,,No,,7663,7,S,766,7663,B,O,766,76630,1297,778
76650,"Beneficios en valores negociables a corto plazo de empresas del grupo","Beneficios en valores negociables a corto plazo de empresas del grupo",Revenue,Credit,,No,,7665,7,S,766,7665,B,O,766,76650,1298,779
76660,"Beneficios en valores negociables a corto plazo de empresas asociadas","Beneficios en valores negociables a corto plazo de empresas asociadas",Revenue,Credit,,No,,7666,7,S,766,7666,B,O,766,76660,1299,780
76680,"Beneficios en valores negociables a corto plazo de otras empresas","Beneficios en valores negociables a corto plazo de otras empresas",Revenue,Credit,,No,,7668,7,S,766,7668,B,O,766,76680,1300,781
76800,"Diferencias positivas de cambio","Diferencias positivas de cambio",Revenue,Credit,Yes,No,B_REVALUATIONGAIN_ACCT,7680,6,S,768,7680,B,O,768,76800,1301,784
76810,"Diferencias positivas de cambio por la introducción del euro","Diferencias positivas de cambio por la introducción del euro",Revenue,Credit,,No,,7681,6,S,768,7681,B,O,768,76810,1302,785
76900,"Otros ingresos financieros","Otros ingresos financieros",Revenue,Credit,Yes,No,B_INTERESTREV_ACCT,7690,7,S,769,7690,B,O,769,76900,1303,772
76910,"Ingresos por diferencias derivadas del redondeo euro","Ingresos por diferencias derivadas del redondeo euro",Revenue,Credit,,No,,7691,7,S,769,7691,B,O,769,76910,1304,773
77000,"Beneficios procedentes del inmovilizado inmaterial","Beneficios procedentes del inmovilizado inmaterial",Revenue,Credit,,No,,770,5,S,770,#N/A,C,O,770,77000,1305,789
77100,"Beneficios procedentes del inmovilizado material","Beneficios procedentes del inmovilizado material",Revenue,Credit,,No,,771,5,S,771,#N/A,C,O,771,77100,1306,790
77200,"Beneficios procedentes de participaciones en capital a largo plazo de empresas del grupo","Beneficios procedentes de participaciones en capital a largo plazo de empresas del grupo",Revenue,Credit,,No,,772,5,S,772,#N/A,C,O,772,77200,1307,791
77300,"Beneficios procedentes de participaciones en capital a largo plazo de empresas asociadas","Beneficios procedentes de participaciones en capital a largo plazo de empresas asociadas",Revenue,Credit,,No,,773,5,S,773,#N/A,C,O,773,77300,1308,792
77400,"Beneficios por operaciones con acciones y obligaciones propias","Beneficios por operaciones con acciones y obligaciones propias",Revenue,Credit,,No,,774,5,S,774,#N/A,C,O,774,77400,1309,794
77500,"Subvenciones de capital traspasadas al resultado del ejercicio","Subvenciones de capital traspasadas al resultado del ejercicio",Revenue,Credit,,No,,775,5,S,775,#N/A,C,O,775,77500,1310,796
77800,"Ingresos extraordinarios","Ingresos extraordinarios",Revenue,Credit,,No,,778,5,S,778,#N/A,C,O,778,77800,1311,798
77900,"Ingresos y beneficios de ejercicios anteriores","Ingresos y beneficios de ejercicios anteriores",Revenue,Credit,,No,,779,5,S,779,#N/A,C,O,779,77900,1312,800
79000,"Exceso de provisión para riesgos y gastos","Exceso de provisión para riesgos y gastos",Revenue,Credit,,No,,790,6,S,790,#N/A,C,O,790,79000,1313,741
79100,"Exceso de provisión del inmovilizado inmaterial","Exceso de provisión del inmovilizado inmaterial",Expense,B,,No,,791,5,S,791,#N/A,C,O,791,79100,1314,666
79200,"Exceso de provisión del inmovilizado material","Exceso de provisión del inmovilizado material",Expense,B,,No,,792,5,S,792,#N/A,C,O,792,79200,1315,667
79300,"Provisión de existencias aplicada","Provisión de existencias aplicada",Expense,B,,No,,793,6,S,793,#N/A,C,O,793,79300,1316,542
79400,"Provisión para insolvencias de tráfico aplicada","Provisión para insolvencias de tráfico aplicada",Expense,B,,No,,794,6,S,794,#N/A,C,O,794,79400,1317,546
79500,"Provisión para otras operaciones de tráfico aplicada","Provisión para otras operaciones de tráfico aplicada",Expense,B,,No,,795,6,S,795,#N/A,C,O,795,79500,1318,549
79600,"Exceso de provisión para participaciones en capital a largo plazo de empresas del grupo","Exceso de provisión para participaciones en capital a largo plazo de empresas del grupo",Expense,B,,No,,7960,5,S,796,7960,B,O,796,79600,1319,668
79610,"Exceso de provisión para participaciones en capital a largo plazo de empresas asociadas","Exceso de provisión para participaciones en capital a largo plazo de empresas asociadas",Expense,B,,No,,7961,5,S,796,7961,B,O,796,79610,1320,669
79630,"Exceso de provisión para valores negociables a largo plazo de otras empresas","Exceso de provisión para valores negociables a largo plazo de otras empresas",Expense,B,,No,,7963,5,S,796,7963,B,O,796,79630,1321,640
79650,"Exceso de provisión para valores de renta fija a largo plazo de empresas del grupo","Exceso de provisión para valores de renta fija a largo plazo de empresas del grupo",Expense,B,,No,,7965,5,S,796,7965,B,O,796,79650,1322,641
79660,"Exceso de provisión para valores de renta fija a largo plazo de empresas asociadas","Exceso de provisión para valores de renta fija a largo plazo de empresas asociadas",Expense,B,,No,,7966,5,S,796,7966,B,O,796,79660,1323,642
79700,"Exceso de provisión para insolvencias de créditos a largo plazo de empresas del grupo","Exceso de provisión para insolvencias de créditos a largo plazo de empresas del grupo",Expense,B,,No,,7970,6,S,797,7970,B,O,797,79700,1324,644
79710,"Exceso de provisión para insolvencias de créditos a largo plazo de empresas asociadas","Exceso de provisión para insolvencias de créditos a largo plazo de empresas asociadas",Expense,B,,No,,7971,6,S,797,7971,B,O,797,79710,1325,645
79730,"Exceso de provisión para insolvencias de créditos a largo plazo de otras empresas","Exceso de provisión para insolvencias de créditos a largo plazo de otras empresas",Expense,B,,No,,7973,6,S,797,7973,B,O,797,79730,1326,646
79800,"Exceso de provisión para valores negociables a corto plazo de empresas del grupo","Exceso de provisión para valores negociables a corto plazo de empresas del grupo",Expense,B,,No,,7980,6,S,798,7980,B,O,798,79800,1327,648
79810,"Exceso de provisión para valores negociables a corto plazo de empresas asociadas","Exceso de provisión para valores negociables a corto plazo de empresas asociadas",Expense,B,,No,,7981,6,S,798,7981,B,O,798,79810,1328,649
79830,"Exceso de provisión para valores negociables a corto plazo de otras empresas","Exceso de provisión para valores negociables a corto plazo de otras empresas",Expense,B,,No,,7983,6,S,798,7983,B,O,798,79830,1329,650
79900,"Exceso de provisión para insolvencias de créditos a corto plazo de empresas del grupo","Exceso de provisión para insolvencias de créditos a corto plazo de empresas del grupo",Expense,B,,No,,7990,6,S,799,7990,B,O,799,79900,1330,652
79910,"Exceso de provisión para insolvencias de créditos a corto plazo de empresas asociadas","Exceso de provisión para insolvencias de créditos a corto plazo de empresas asociadas",Expense,B,,No,,7991,6,S,799,7991,B,O,799,79910,1331,653
79930,"Exceso de provisión para insolvencias de créditos a corto plazo de otras empresas.","Exceso de provisión para insolvencias de créditos a corto plazo de otras empresas.",Expense,B,,No,,7993,6,S,799,7993,B,O,799,79930,1332,654
90400,"Cuenta de cuadre","Cuenta de cuadre",Memo,Natural,Yes,No,SUSPENSEBALANCING_ACCT,904,3,S,904,#N/A,C,#¡REF!,904,90400,1333,806
90500,"Cuenta de suspenso","Cuenta de suspenso",Memo,Natural,Yes,No,SUSPENSEERROR_ACCT,905,3,S,905,#N/A,C,#¡REF!,905,90500,1334,807
99900,"Coste de productos vendidos","Coste de productos vendidos",Memo,Natural,Yes,No,P_COGS_ACCT,999,3,S,999,#N/A,C,#¡REF!,999,99900,1335,808
90010,"Cuenta de compensación de asientos","Cuenta de compensación de asientos",Memo,Natural,Yes,No,CURRENCYBALANCING_ACCT,900,3,S,900,#N/A,C,#¡REF!,900,90010,1336,805
99902,"Cuenta por defecto de otros ingresos","Cuenta por defecto de otros ingresos",Memo,Natural,Yes,No,CH_REVENUE_ACCT,999,3,S,999,#N/A,C,#¡REF!,999,99902,1337,808
99909,"Cuenta por defecto de otros gastos","Cuenta por defecto de otros gastos",Memo,Natural,Yes,No,CH_EXPENSE_ACCT,999,3,S,999,#N/A,C,#¡REF!,999,99909,1338,808
99908,"Cuentas de suspenso de ingreso","Cuentas de suspenso de ingreso",Memo,Natural,Yes,No,CB_RECEIPT_ACCT,999,3,S,999,#N/A,C,#¡REF!,999,99908,1339,808
99907,"Cuentas de suspenso de gasto","Cuentas de suspenso de gasto",Memo,Natural,Yes,No,,999,3,S,999,#N/A,C,#¡REF!,999,99907,1340,808
99905,"Diferencia entre el precio de compra y el coste estándar","Diferencia entre el precio de compra y el coste estándar",Memo,Natural,Yes,No,P_PURCHASEPRICEVARIANCE_ACCT,999,3,S,999,#N/A,C,#¡REF!,999,99905,1341,808
99904,"Diferencias entre el coste del producto y el precio de la fra","Diferencias entre el coste del producto y el precio de la fra",Memo,Natural,Yes,No,P_INVOICEPRICEVARIANCE_ACCT,999,3,S,999,#N/A,C,#¡REF!,999,99904,1342,808
90030,"Cuenta por defecto","Cuenta por defecto",Memo,Natural,Yes,No,DEFAULT_ACCT,900,3,S,900,#N/A,C,#¡REF!,900,90030,1343,805
76801,"Diferencias positivas de cambio","Diferencias positivas de cambio",Revenue,Credit,Yes,No,B_SETTLEMENTGAIN_ACCT,7680,6,S,768,7680,B,#¡REF!,768,76801,1344,784
76802,"Diferencias positivas de cambio","Diferencias positivas de cambio",Revenue,Credit,Yes,No,REALIZEDGAIN_ACCT,7680,6,S,768,7680,B,#¡REF!,768,76802,1345,784
76803,"Diferencias positivas de cambio","Diferencias positivas de cambio",Revenue,Credit,Yes,No,UNREALIZEDGAIN_ACCT,7680,6,S,768,7680,B,#¡REF!,768,76803,1346,784
70001,"Ventas de mercaderías","Ventas de mercaderías",Revenue,Credit,Yes,No,NOTINVOICEDREVENUE_ACCT,700,6,S,700,#N/A,C,#¡REF!,700,70001,1347,696
66801,"Diferencias negativas de cambio","Diferencias negativas de cambio",Expense,B,Yes,No,B_SETTLEMENTLOSS_ACCT,6680,6,S,668,6680,B,#¡REF!,668,66801,1348,657
66802,"Diferencias negativas de cambio","Diferencias negativas de cambio",Expense,B,Yes,No,REALIZEDLOSS_ACCT,6680,6,S,668,6680,B,#¡REF!,668,66802,1349,657
66803,"Diferencias negativas de cambio","Diferencias negativas de cambio",Expense,B,Yes,No,UNREALIZEDLOSS_ACCT,6680,6,S,668,6680,B,#¡REF!,668,66803,1350,657
